"H_001.txt","University of Virginia Curry School of Education","After surveying preschools nationwide, Robert Pianta, dean of the",", concluded that ''superficial task demands, including giving directions and assigning routine tasks, predominate over children's involvement in appropriate conceptual or class-based activities.'"
"H_001.txt","Stanford","Deborah Stipek, a professor of education at",", makes the point more bluntly: ''What I see in a lot of preschools is much worse than coloring between the lines."
"H_001.txt","University of California, Berkeley","Kirp is a professor at the",", a senior fellow at the Learning Policy Institute and a contributing opinion writer."
"H_002.txt","Georgetown University","She added that Judge Robart, who earned his law degree at",", needed to be seen in the context of the moderate Republican traditions of the Pacific Northwest."
"H_003.txt","Hillsdale College","CORRECTION APPENDEDAt first,","seems to resemble dozens of other small liberal arts schools with rich histories."
"H_003.txt","Hillsdale","In a letter to prospective donors,","'s president, Larry P."
"H_003.txt","Hillsdale","''",", a private college of 1,400 students in southern Michigan that describes itself as ''nonsectarian Christian'' and dedicated to ''civil and religious liberty,'' is scarcely known in many circles."
"H_003.txt","Hillsdale","It is no coincidence that Justice Clarence Thomas, an advocate of strict ''originalist'' interpretation of the Constitution, delivered the commencement address last spring, likening","to a ''shining city on a hill'' for its devotion to ''liberty as an antecedent of government, not a benefit from government.'"
"H_003.txt","Hillsdale","Conservatives are also entranced by","'s decision to forgo any federal or state funds so as to be ''unfettered'' by government mandates."
"H_003.txt","Hillsdale","Bell, the Supreme Court ruled that even Pell grants for needy students or G.I. Bill money for veterans subjects a college to federal regulations, and so","students are not allowed to accept such funds (most receive institutional grants). As a result, the college does not follow Title IX guidelines on sex discrimination and the handling of sexual assault cases and it has refused to engage in the otherwise required reporting on student race and ethnicity, let alone develop an affirmative action plan. Not surprisingly, the school's ''race blind'' admissions policy results in an overwhelmingly white student body.

George F. Will, the conservative col"
"H_003.txt","Hillsdale","Will, the conservative columnist, praised both the college's independence and its curriculum, saying that ''by stressing the Great Books and Western civilization,","has become a niche success.'"
"H_003.txt","Hillsdale","Arnn, a prominent conservative intellectual,","has been working not only to provide an example in the classroom but also to press its stance nationally on what it calls the threats to constitutional liberty -- ideas that feed into conservative Republican politics."
"H_003.txt","Hillsdale","The most popular of","'s free online courses, Constitution 101 -- 10 weeks of lectures by faculty members, with recommended readings -- has been taken by more than 800,000, according to the college, and has offered intellectual ballast to Tea Party activists. '"
"H_003.txt","Hillsdale","In Washington,","plays an active role in an ecosystem of conservative thought and policy."
"H_003.txt","Hillsdale","Center for Constitutional Studies and Citizenship, runs a lecture series and serves as a base for","undergraduates who are interning at conservative think tanks or publications."
"H_003.txt","Hillsdale","Arnn arrived at","in 2000 as a healer on a campus rocked by scandal (his predecessor had resigned after publicity over an alleged affair and a suicide). Previously president of the Claremont Institute, a conservative think tank in California, Dr. Arnn seems to personify Hillsdale, teaching the ancient Greeks and Shakespeare and publishing books on Churchill and the Constitution. An ebullient man with a short beard who speaks with faint traces of his native Arkansas, he has been known to swoop down on hapless vic"
"H_003.txt","Hillsdale","But perhaps only at","would a student cite Aristotle's emphasis on ''the practicality of prudence'' in an op-ed urging classmates to get behind the new president.

<pos>Hillsdale</pos> attracts students from across the country (only a third are from Michigan), and they don't wind up there by accident. Many said their parents received <pos>Hillsdale</pos>'s newsletter, Imprimis, featuring speeches by conservative thinkers. Some said they had heard Dr. Arnn on one of his regular appearances on Hugh Hewitt's syndicated"
"H_003.txt","Hillsdale","","attracts students from across the country (only a third are from Michigan), and they don't wind up there by accident. Many said their parents received <pos>Hillsdale</pos>'s newsletter, Imprimis, featuring speeches by conservative thinkers. Some said they had heard Dr. Arnn on one of his regular appearances on Hugh Hewitt's syndicated radio program. They were also attracted by the moderate cost. <pos>Hillsdale</pos> is well financed with private donations, and college officials said that 95 per"
"H_003.txt","Hillsdale","Many said their parents received","'s newsletter, Imprimis, featuring speeches by conservative thinkers."
"H_003.txt","Hillsdale","","is well financed with private donations, and college officials said that 95 percent of students this year received grants averaging $17,206, to offset the $35,722 for tuition, room and board.

In a commonly expressed sentiment, Kaitlyn Johns, a senior economics major with a music minor, said she came to Hillsdale ''because I felt like I would actually be challenged here.'' Tara Ung, a junior, chose <pos>Hillsdale</pos> because of the classics emphasis. A political science major ''with a Latin m"
"H_003.txt","Hillsdale","'' Tara Ung, a junior, chose","because of the classics emphasis."
"H_003.txt","Hillsdale College","One that does not exist at","is an L.G.B.T.Q. organization."
"H_003.txt","Hillsdale","The soul of","is its core curriculum, which largely occupies students for their first two years."
"H_003.txt","University of North Carolina, Chapel Hill","''In principle, studying Great Books is not inherently conservative,'' said Molly Worthen, an assistant professor of history at the",", who laments that this ground has been largely ceded by liberals.

'"
"H_003.txt","Hillsdale","The course on the Constitution includes intense study of the Federalist papers and the later statements of Progressives like John Dewey, Woodrow Wilson and F.D.R.","teachings describe the Constitution as a timeless document whose principles have been compromised by the creep of welfare and regulation."
"H_003.txt","Hillsdale","If one subject captures the juxtaposition of","'s pathbreaking origins with its present-day conservatism, it is race."
"H_003.txt","Hillsdale","This article has been revised to reflect the following correction: An article on Page 16 this weekend about",", a conservative college in Michigan, misspells the surname of a student who chose it because of its emphasis on classics."
"H_003.txt","Hillsdale College","FOUNDATIONAL WORK: Constitution 101 is part of Hillsdale's rigorous core curriculum. (ED16); CAMPUS ICON: Ronald Reagan stands on the Liberty Walk at",", which plays an active role in conservative thought and policy in Washington.; Larry P. Arnn, president of <pos>Hillsdale College</pos> (PHOTOGRAPHS BY SEAN PROCTOR FOR THE NEW YORK TIMES) (ED17)

Document NYTF000020170205ed250005q"
"H_003.txt","Hillsdale College","Arnn, president of","(PHOTOGRAPHS BY SEAN PROCTOR FOR THE NEW YORK TIMES) (ED17)

Document NYTF000020170205ed250005q"
"H_004.txt","Harvard Law School","As I learned years ago as an African-American student at",", it is a disturbing exercise to review the anti-black legislation that this nation drafted and enforced during the 19th and early 20th centuries."
"H_004.txt","Oberlin College","His wife, Anna Evans, was a confident black socialite who taught at local schools, attended","and happened to be related to the highly regarded black United States senator Hiram Revels of Mississippi."
"H_004.txt","Harvard","Murray had sons who would later attend","and <pos>Cornell</pos>. He had the ear of white co-workers and business leaders, and he often met with white congressmen and their staffers who needed his guidance when researching legislative history in the library's archives.

On the morning of Oct. 2, 1899, Murray -- dressed in a silk top hat and a Prince Albert coat -- had just descended the steps of his three-story red-brick home in northwest D.C. and was on his way to board a plushly outfitted train car. The 40-some passengers -- all whit"
"H_004.txt","Cornell","ts second-highest-ranking officials, assistant librarian. Murray had a seat on Washington's Board of Trade, a group of otherwise white businessmen that advised the government on taxation in the nation's capital. His wife, Anna Evans, was a confident black socialite who taught at local schools, attended <pos>Oberlin College</pos> and happened to be related to the highly regarded black United States senator Hiram Revels of Mississippi. Murray had sons who would later attend <pos>Harvard</pos> and","."
"H_004.txt","Howard University","Washington, for its part, was a hub for the black elite because of the large number of government jobs and the establishment of",", a magnet for black intellectuals and civic leaders."
"H_004.txt","Harvard University","Greener was a successful attorney after attending Phillips Academy and then","; he became <pos>Harvard</pos>'s first black graduate in 1870. James Wormley owned the Wormley Hotel, a luxury establishment that opened in 1871 and catered to affluent white visitors. (In a bitter irony, it was also the reported site of the Hayes-Tilden Compromise of 1877, which marked the end of Reconstruction.) The newspaper publisher Pinckney Pinchback served as lieutenant governor and acting governor of Louisiana, and owned a mansion near the Chinese Embassy. Calvin Brent was Washington's f"
"H_004.txt","Harvard","Taylor knows how to weave an emotional story of how race and class have long played a role in determining who succeeds and who fails. We get to meet many of Murray's friends and acquaintances, other members of the black elite. Howard's law school dean Richard T. Greener was a successful attorney after attending Phillips Academy and then <pos>Harvard University</pos>; he became","'s first black graduate in 1870."
"H_004.txt","Oberlin College","The civil rights activist Mary Church Terrell graduated from","in 1884; her father was recognized as the first black millionaire in the South, and her husband was the first black municipal court judge in Washington."
"H_005.txt","Columbia","An examination of his early, formative years finds that he swam in the liberal waters of","and <pos>Harvard</pos> and rebelled against the dominant thinking to develop a fully formed conservative philosophy that has propelled him to the threshold of the Supreme Court.

Those early years shaped his views on the law and life and provided a searing lesson in the realities of the political world. Despite the family ordeal, friends and relatives said, he emerged from the crucible of his youth tempered about politics yet not soured on public service. He decided to pursue goals similar to h"
"H_005.txt","Harvard","Now 49, he arrives at his own moment of testing as a child of the Reagan revolution who saw up close the promise and the perils. He inherited a frontier skepticism of government rooted in his home of Colorado and nurtured in Washington during the 1980s. An examination of his early, formative years finds that he swam in the liberal waters of <pos>Columbia</pos> and","and rebelled against the dominant thinking to develop a fully formed conservative philosophy that has propelled him to the threshold of the Supreme Court."
"H_005.txt","Harvard","In preparing a moot court brief at","on workplace safety, he tried to add material concerning the E.P.A. that did not fit, recalled a classmate, Ellen M."
"H_005.txt","University of Arizona","Bublick, who is now a law professor at the","."
"H_005.txt","Oxford University","He grew up in a three-bedroom ranch-style house in the east Denver neighborhood of Hilltop. His parents, Anne and David Gorsuch, were lawyers who had three children: Neil in 1967, Stephanie in 1969 and J.J. in 1973. His mother raised them Catholic; his father was not religious. (Judge Gorsuch is now Episcopalian, according to his brother, possibly inspired by his time studying at",".)

Studious but not standoffish, Neil shared a bedroom with his brother and attended Christ the King, a Roman Catholic school. Relatives and friends recalled him lugging stacks of books and once rounding the baseball diamond in well-worn cowboy boots after leaving his athletic shoes at home. ''If anybody was going to be the president, it was going to be Neil Gorsuch,'' said Gina Carbone, 49, a classmate.

In 1976, Ms. Gorsuch was elected to the State Legislature, often aligning herself with a s"
"H_005.txt","Columbia","Judge Gorsuch arrived at","in 1985 as the historically liberal university was recovering from student protests the previous spring and beginning to divest from corporations operating in South Africa."
"H_005.txt","Columbia","''There is little or no room at","for dissenting voices: one is either Right or Wrong, Moral or Immoral, Compassionate or Heartless.'"
"H_005.txt","Columbia","In their ''heavy handed moralism,'' he wrote, the system's critics missed ''the fact that","is a pluralistic university, that its fraternity is equally pluralistic, with options available for everyone.'"
"H_005.txt","Harvard Law School","The battle continued at",", where Judge Gorsuch arrived in 1988 along with a young man from Chicago named Barack Obama."
"H_005.txt","Harvard","","was the epicenter of a debate over whether the Constitution was a living document to be interpreted in evolving times or a neutral, unchanging charter judged by its original text. '"
"H_005.txt","Harvard Law School","''It was a pretty contentious time at",",'' said Adam H."
"H_005.txt","Columbia","S BY AL DRAGO/THE NEW YORK TIMES) (A16); Neil Gorsuch's childhood home in Denver, a city where he is now based as an appeals court judge. (PHOTOGRAPH BY NICK COTE FOR THE NEW YORK TIMES); Anne Gorsuch Burford resigned from her position as leader of the Environmental Protection Agency. (PHOTOGRAPH BY BETTMANN/GETTY IMAGES); Mr. Gorsuch, left, with classmates in his junior year at Georgetown Preparatory School in 1984. (PHOTOGRAPH BY GEORGETOWN PREPARATORY SCHOOL YEARBOOK); Students protesting at","in May 1985, the semester before Mr."
"H_005.txt","Harvard Law School","CK COTE FOR THE NEW YORK TIMES); Anne Gorsuch Burford resigned from her position as leader of the Environmental Protection Agency. (PHOTOGRAPH BY BETTMANN/GETTY IMAGES); Mr. Gorsuch, left, with classmates in his junior year at Georgetown Preparatory School in 1984. (PHOTOGRAPH BY GEORGETOWN PREPARATORY SCHOOL YEARBOOK); Students protesting at <pos>Columbia</pos> in May 1985, the semester before Mr. Gorsuch arrived. (PHOTOGRAPH BY RICHARD DREW/ASSOCIATED PRESS); With the Lincoln's Inn Society, a","social club. (PHOTOGRAPH BY 1990 <pos>HARVARD LAW SCHOOL</pos> YEARBOOK); With his wife, Louise, at his Circuit Court of Appeals swearing-in. (PHOTOGRAPH BY JOHN PRIETO/THE DENVER POST, VIA GETTY IMAGES); President Trump announcing his nomination of Judge Gorsuch. (PHOTOGRAPH BY STEPHEN CROWLEY/THE NEW YORK TIMES) (A17)

Document NYTF000020170205ed250005f"
"H_005.txt","HARVARD LAW SCHOOL","from her position as leader of the Environmental Protection Agency. (PHOTOGRAPH BY BETTMANN/GETTY IMAGES); Mr. Gorsuch, left, with classmates in his junior year at Georgetown Preparatory School in 1984. (PHOTOGRAPH BY GEORGETOWN PREPARATORY SCHOOL YEARBOOK); Students protesting at <pos>Columbia</pos> in May 1985, the semester before Mr. Gorsuch arrived. (PHOTOGRAPH BY RICHARD DREW/ASSOCIATED PRESS); With the Lincoln's Inn Society, a <pos>Harvard Law School</pos> social club. (PHOTOGRAPH BY 1990","YEARBOOK); With his wife, Louise, at his Circuit Court of Appeals swearing-in. (PHOTOGRAPH BY JOHN PRIETO/THE DENVER POST, VIA GETTY IMAGES); President Trump announcing his nomination of Judge Gorsuch. (PHOTOGRAPH BY STEPHEN CROWLEY/THE NEW YORK TIMES) (A17)

Document NYTF000020170205ed250005f"
"H_006.txt","Johns Hopkins","But in retrospect, his evolution -- from Eagle Scout to graduate of","and <pos>Harvard Business School</pos>, to bond trader and partner at Salomon Brothers, to founder of a business information network that bears his name and three-term mayor of New York City -- was no accident. Mr. Bloomberg, who briefly mulled an independent campaign for president last year, shared some advice for students looking to succeed in business.

Choosing a College

Nobody remembers where you went to school. The first job they may ask, by the third job they won't remember to. People p"
"H_006.txt","Harvard Business School","He was the grandson of Russian and Lithuanian immigrants and the son of a dairy company accountant, and he was fired before he was 40. But Michael R. Bloomberg persevered to become, at last count by Forbes magazine, the world's eighth richest person. He achieved this phenomenal success without a master plan. But in retrospect, his evolution -- from Eagle Scout to graduate of <pos>Johns Hopkins</pos> and",", to bond trader and partner at Salomon Brothers, to founder of a business information network that bears his name and three-term mayor of New York City -- was no accident."
"H_006.txt","Harvard Business School","I remember coming to New York in 1966 after","and I took philosophy and art appreciation at the <pos>New School</pos>. I did not have a good liberal arts education in high school or in college, but did it change my life? I don't know.

An M.B.A. Matters, but . . .

The part that's most important in an education is how to deal with people. There's no job I know that you do by yourself, and I learned as much from the two guys I worked for at Salomon Brothers, Billy Salomon and John Gutfreund, as I'd learned at <pos>Harvard</pos>. In the end,"
"H_006.txt","New School","They're paying the STEM professor double what they're paying the liberal arts professor, because the marketplace says there's much more demand for those careers. I remember coming to New York in 1966 after <pos>Harvard Business School</pos> and I took philosophy and art appreciation at the","."
"H_006.txt","Harvard","There's no job I know that you do by yourself, and I learned as much from the two guys I worked for at Salomon Brothers, Billy Salomon and John Gutfreund, as I'd learned at","."
"H_006.txt","JOHNS HOPKINS UNIVERSITY","(PHOTOGRAPH BY",") 

Document NYTF000020170205ed250005h"
"H_007.txt","Columbia University","Gorsuch, President Trump's nominee for the Supreme Court, was a student columnist at","."
"H_007.txt","Columbia","''But on at least one significant count,","falls considerably short."
"H_007.txt","Columbia","''Truth is:","does have a moral responsibility."
"H_007.txt","Columbia","In March 1987, Judge Gorsuch argued against making","’s fraternity system coed as the university more fully integrated women. Writing with his friend Michael Behringer in The Federalist Paper, Judge Gorsuch, a member of Phi Gamma Delta, once more cited freedom of association.

''Drawing analogies to slavery and segregation, supporters of the coed rule say that <pos>Columbia</pos> has a moral obligation to recognize that changing our Greek system is a matter of equal rights.''

''What such heavy-handed moralism misses is the fact that <pos>Columbia"
"H_007.txt","Columbia","''Drawing analogies to slavery and segregation, supporters of the coed rule say that","has a moral obligation to recognize that changing our Greek system is a matter of equal rights.'"
"H_007.txt","Columbia","''What such heavy-handed moralism misses is the fact that","is a pluralistic university, that its fraternity system is equally pluralistic, with options available for everyone."
"H_007.txt","Columbia","There is no one at","who cannot join a fraternity or initiate a new one if they wish to do so.'"
"H_007.txt","Columbia","In 1988,","was embroiled in debates about its fraternities, new university rules governing protests, and a student council election."
"H_008.txt","Yale","The door that opened Africa to me was an exceptionally imaginative gap-year program at","."
"H_008.txt","Cambridge University","Two years later, I would find myself in the","classroom of the great Nigerian playwright Wole Soyinka, slowly but inevitably falling in love with the idea that I might become a professor of African studies."
"H_008.txt","Harvard","is the host of the PBS series ''Africa's Great Civilizations'' and director of","’s Hutchins Center for African and African American Research.

Ageneration of African leaders who inspired an American schoolboy: from left, Patrice Lumumba and Moïe Tshombe of the Congo; Lépold Senghor of Senegal; and Kwame Nkrumah of Ghana. (PHOTOGRAPHS BY TERENCE SPENCER/THE LIFE IMAGES COLLECTION/GETTY IMAGES AGENCY FRANCE-PRESSE/GETTY IMAGES; BETTMANN ARCHIVE) 

Document NYTF000020170205ed2500059"
"H_009.txt","Columbia University","So naturally, cynical reporters called her ''Sweet Marie,'' according to Thai Jones, the curator for American history in the Rare Book and Manuscript Library at","."
"H_010.txt","Arizona State University","The lessons paid off: She received a full choral scholarship to",", then stayed in Arizona, where she was a karaoke maven and worked at the first P."
"H_011.txt","Middlebury",", stops you on the street and asks how to figure out whether private colleges like","or <pos>Champlain</pos> are $40,000 a year better than the <pos>University of Vermont</pos>. What would you have them look at, and should the government demand that schools produce more data on actual value?

We need to have as much information as we can about how a school performs, but ''value'' is a hard word to define. They can say, as they do at Champlain, that 88 percent of graduates are employed in jobs related to their goals, and that's important to know. On the other hand, I have a good"
"H_011.txt","Champlain","So a family from Burlington, Vt., stops you on the street and asks how to figure out whether private colleges like <pos>Middlebury</pos> or","are $40,000 a year better than the <pos>University of Vermont</pos>. What would you have them look at, and should the government demand that schools produce more data on actual value?

We need to have as much information as we can about how a school performs, but ''value'' is a hard word to define. They can say, as they do at Champlain, that 88 percent of graduates are employed in jobs related to their goals, and that's important to know. On the other hand, I have a good friend who teaches poet"
"H_011.txt","University of Vermont","So a family from Burlington, Vt., stops you on the street and asks how to figure out whether private colleges like <pos>Middlebury</pos> or <pos>Champlain</pos> are $40,000 a year better than the","."
"H_011.txt","University of Vermont","On the other hand, I have a good friend who teaches poetry at the","."
"H_012.txt","Georgia State","","is one of a growing number of colleges and universities using what is known as predictive analytics to spot students in danger of dropping out."
"H_012.txt","University of Arizona","At the",", a high grade in English comp proved to be crucial to graduation."
"H_012.txt","Middle Tennessee State University","At",", History 2020, an American history course required for most students, has been a powerful predictor."
"H_012.txt","Georgia State","'' In 2016,","'s four-year graduation rate rose 5 percentage points, to 27 percent, and the six-year rate rose 6 points, to 54 percent.

<pos>Georgia State</pos> is sharing technology with 10 other universities in a coalition called the University Innovation Alliance. The alliance has pledged to graduate an additional 68,000 students in the next eight years.

<pos>Middle Tennessee State</pos>, which like <pos>Georgia State</pos> has many low-income, minority students, began working with the big data company E"
"H_012.txt","Georgia State","","is sharing technology with 10 other universities in a coalition called the University Innovation Alliance."
"H_012.txt","Middle Tennessee State","",", which like <pos>Georgia State</pos> has many low-income, minority students, began working with the big data company EAB in fall 2014. Since then, it has more than doubled its advising staff, to 78, expanded free tutoring to 200 subjects from about 20, redesigned 27 foundation courses and started monitoring student progress weekly.

''All of this is important,'' said Dr. Sluder. ''But the technology is crucial. Take out all the technology and you just don't get that end result.'' Freshman reten"
"H_012.txt","Georgia State","<pos>Middle Tennessee State</pos>, which like","has many low-income, minority students, began working with the big data company EAB in fall 2014."
"H_012.txt","Middle Tennessee","'' Freshman retention at","has risen 5 percentage points, to 76 percent, in just two years."
